site,site.code,year,date,doy,week,observer,habitat,habitat.code,transect.section,habitat.tsection,plant.species,flower.count,notes,transect.snow.cover
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,aspen,a,40-60,a-40-60,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,aspen,a,60-80,a-60-80,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,aspen,a,80-100,a-80-100,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,dry,d,0-20,d-0-20,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,dry,d,20-40,d-20-40,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,dry,d,40-60,d-40-60,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,dry,d,60-80,d-60-80,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,dry,d,80-100,d-80-100,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,wet,w,0-20,w-0-20,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,wet,w,20-40,w-20-40,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,wet,w,40-60,w-40-60,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,wet,w,60-80,w-60-80,0,0,NA,NA
Stormy.Pass,SP,2020,14-Sep-20,258,18,JEO,wet,w,80-100,w-80-100,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,aspen,a,0-20,a-0-20,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,aspen,a,20-40,a-20-40,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,aspen,a,40-60,a-40-60,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,aspen,a,60-80,a-60-80,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,aspen,a,80-100,a-80-100,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,dry,d,0-20,d-0-20,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,dry,d,20-40,d-20-40,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,dry,d,40-60,d-40-60,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,dry,d,60-80,d-60-80,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,dry,d,80-100,d-80-100,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,wet,w,0-20,w-0-20,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,wet,w,20-40,w-20-40,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,wet,w,40-60,w-40-60,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,wet,w,60-80,w-60-80,0,0,NA,NA
Stormy.Pass,SP,2020,21-Sep-20,265,19,JEO,wet,w,80-100,w-80-100,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,aspen,a,0-20,a-0-20,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,aspen,a,20-40,a-20-40,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,aspen,a,40-60,a-40-60,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,aspen,a,60-80,a-60-80,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,aspen,a,80-100,a-80-100,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,dry,d,0-20,d-0-20,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,dry,d,20-40,d-20-40,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,dry,d,40-60,d-40-60,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,dry,d,60-80,d-60-80,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,dry,d,80-100,d-80-100,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,wet,w,0-20,w-0-20,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,wet,w,20-40,w-20-40,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,wet,w,40-60,w-40-60,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,wet,w,60-80,w-60-80,0,0,NA,NA
Avery.Wash,AW,2021,4-May-21,124,1,JLF,wet,w,80-100,w-80-100,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,aspen,a,0-20,a-0-20,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,aspen,a,20-40,a-20-40,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,aspen,a,40-60,a-40-60,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,aspen,a,60-80,a-60-80,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,aspen,a,80-100,a-80-100,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,dry,d,0-20,d-0-20,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,dry,d,20-40,d-20-40,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,dry,d,40-60,d-40-60,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,dry,d,60-80,d-60-80,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,dry,d,80-100,d-80-100,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,wet,w,0-20,w-0-20,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,wet,w,20-40,w-20-40,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,wet,w,40-60,w-40-60,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,wet,w,60-80,w-60-80,0,0,NA,NA
Avery.Wash,AW,2021,9-May-21,129,2,JLF,wet,w,80-100,w-80-100,0,0,NA,NA
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,aspen,a,0-20,a-0-20,0,0,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,aspen,a,20-40,a-20-40,0,0,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,aspen,a,40-60,a-40-60,0,0,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,aspen,a,60-80,a-60-80,Claytonia.lanceolata,3,Lab soil moisture meter,3
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,aspen,a,80-100,a-80-100,Claytonia.lanceolata,46,Lab soil moisture meter,1
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,dry,d,0-20,d-0-20,Claytonia.lanceolata,1,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,dry,d,20-40,d-20-40,0,0,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,dry,d,40-60,d-40-60,Claytonia.lanceolata,219,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,dry,d,60-80,d-60-80,Claytonia.lanceolata,202,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,dry,d,80-100,d-80-100,0,0,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,wet,w,0-20,w-0-20,Claytonia.lanceolata,12,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,wet,w,20-40,w-20-40,Claytonia.lanceolata,36,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,wet,w,40-60,w-40-60,Claytonia.lanceolata,16,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,wet,w,60-80,w-60-80,0,0,Lab soil moisture meter,0
Avery.Wash,AW,2021,16-May-21,136,3,GEK.VGD,wet,w,80-100,w-80-100,Claytonia.lanceolata,51,Lab soil moisture meter,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,aspen,a,0-20,a-0-20,0,0,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,aspen,a,20-40,a-20-40,0,0,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,aspen,a,40-60,a-40-60,0,0,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,aspen,a,60-80,a-60-80,Claytonia.lanceolata,8,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,aspen,a,80-100,a-80-100,Claytonia.lanceolata,103,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,dry,d,0-20,d-0-20,0,0,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,dry,d,20-40,d-20-40,0,0,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,dry,d,40-60,d-40-60,Claytonia.lanceolata,249,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,dry,d,60-80,d-60-80,Claytonia.lanceolata,246,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,dry,d,60-80,d-60-80,Mertensia.fusiformis,4,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,dry,d,80-100,d-80-100,0,0,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,wet,w,0-20,w-0-20,Claytonia.lanceolata,54,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,wet,w,20-40,w-20-40,Claytonia.lanceolata,63,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,wet,w,40-60,w-40-60,Claytonia.lanceolata,69,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,wet,w,60-80,w-60-80,Claytonia.lanceolata,1,NA,0
Avery.Wash,AW,2021,19-May-21,139,4,GEK,wet,w,80-100,w-80-100,Claytonia.lanceolata,104,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,aspen,a,0-20,a-0-20,0,0,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,aspen,a,20-40,a-20-40,0,0,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,aspen,a,40-60,a-40-60,Claytonia.lanceolata,5,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,aspen,a,60-80,a-60-80,Claytonia.lanceolata,33,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,aspen,a,60-80,a-60-80,Mertensia.fusiformis,7,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,aspen,a,80-100,a-80-100,Claytonia.lanceolata,368,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,aspen,a,80-100,a-80-100,Ranunculus.inamoenus,1,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,0-20,d-0-20,Claytonia.lanceolata,11,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,0-20,d-0-20,Mertensia.fusiformis,17,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,0-20,d-0-20,Ranunculus.inamoenus,2,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,20-40,d-20-40,Mertensia.fusiformis,2,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,20-40,d-20-40,Ranunculus.inamoenus,2,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,40-60,d-40-60,Claytonia.lanceolata,186,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,40-60,d-40-60,Mertensia.fusiformis,4,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,40-60,d-40-60,Taraxacum.officinale,1,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,40-60,d-40-60,Pseudocymopterus.montanus,1,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,60-80,d-60-80,Claytonia.lanceolata,376,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,60-80,d-60-80,Mertensia.fusiformis,120,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,60-80,d-60-80,Taraxacum.officinale,2,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,80-100,d-80-100,Fragaria.virginiana,1,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,dry,d,80-100,d-80-100,Mertensia.fusiformis,4,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,0-20,w-0-20,Claytonia.lanceolata,440,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,0-20,w-0-20,Erythronium.grandiflorum,2,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,0-20,w-0-20,Mertensia.fusiformis,15,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,20-40,w-20-40,Claytonia.lanceolata,534,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,20-40,w-20-40,Ranunculus.inamoenus,1,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,40-60,w-40-60,Claytonia.lanceolata,439,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,40-60,w-40-60,Mertensia.fusiformis,6,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,60-80,w-60-80,Claytonia.lanceolata,102,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,60-80,w-60-80,Mertensia.fusiformis,27,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,80-100,w-80-100,Claytonia.lanceolata,458,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,80-100,w-80-100,Mertensia.fusiformis,71,NA,0
Avery.Wash,AW,2021,27-May-21,147,5,GEK.JEO,wet,w,80-100,w-80-100,Taraxacum.officinale,1,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,aspen,a,0-20,a-0-20,Mertensia.fusiformis,16,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,aspen,a,0-20,a-0-20,Viola.praemorsa,3,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,aspen,a,20-40,a-20-40,Viola.praemorsa,3,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,aspen,a,40-60,a-40-60,Mertensia.fusiformis,9,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,aspen,a,60-80,a-60-80,Mertensia.fusiformis,10,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,aspen,a,60-80,a-60-80,Ranunculus.inamoenus,1,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,aspen,a,60-80,a-60-80,Viola.praemorsa,3,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,aspen,a,80-100,a-80-100,Claytonia.lanceolata,24,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,0-20,d-0-20,Mertensia.fusiformis,23,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,0-20,d-0-20,Taraxacum.officinale,16,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,0-20,d-0-20,Fragaria.virginiana,1,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,0-20,d-0-20,Viola.praemorsa,157,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,0-20,d-0-20,Ranunculus.inamoenus,4,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,20-40,d-20-40,Pseudocymopterus.montanus,1,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,20-40,d-20-40,Mertensia.fusiformis,31,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,20-40,d-20-40,Taraxacum.officinale,5,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,20-40,d-20-40,Fragaria.virginiana,2,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,20-40,d-20-40,Viola.praemorsa,85,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,40-60,d-40-60,Mertensia.fusiformis,4,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,40-60,d-40-60,Taraxacum.officinale,20,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,40-60,d-40-60,Fragaria.virginiana,30,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,40-60,d-40-60,Viola.praemorsa,125,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,60-80,d-60-80,Ranunculus.inamoenus,8,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,60-80,d-60-80,Mertensia.fusiformis,29,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,60-80,d-60-80,Viola.praemorsa,27,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,60-80,d-60-80,Delphinium.nuttallianum,1,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,60-80,d-60-80,Taraxacum.officinale,21,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,60-80,d-60-80,Pseudocymopterus.montanus,1,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,80-100,d-80-100,Mertensia.fusiformis,22,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,80-100,d-80-100,Taraxacum.officinale,6,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,80-100,d-80-100,Fragaria.virginiana,9,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,80-100,d-80-100,Viola.praemorsa,51,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,dry,d,80-100,d-80-100,Ranunculus.inamoenus,6,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,0-20,w-0-20,Mertensia.fusiformis,13,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,0-20,w-0-20,Claytonia.lanceolata,26,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,0-20,w-0-20,Ranunculus.inamoenus,5,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,0-20,w-0-20,Viola.praemorsa,20,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,0-20,w-0-20,Erythronium.grandiflorum,1,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,20-40,w-20-40,Mertensia.fusiformis,37,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,20-40,w-20-40,Claytonia.lanceolata,50,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,20-40,w-20-40,Ranunculus.inamoenus,2,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,20-40,w-20-40,Viola.praemorsa,5,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,40-60,w-40-60,Mertensia.fusiformis,29,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,40-60,w-40-60,Claytonia.lanceolata,18,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,40-60,w-40-60,Taraxacum.officinale,3,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,40-60,w-40-60,Viola.praemorsa,11,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,60-80,w-60-80,Mertensia.fusiformis,139,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,60-80,w-60-80,Claytonia.lanceolata,2,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,60-80,w-60-80,Ranunculus.inamoenus,4,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,60-80,w-60-80,Viola.praemorsa,11,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,80-100,w-80-100,Mertensia.fusiformis,46,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,80-100,w-80-100,Delphinium.nuttallianum,3,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,80-100,w-80-100,Taraxacum.officinale,1,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,80-100,w-80-100,Claytonia.lanceolata,14,NA,0
Avery.Wash,AW,2021,4-Jun-21,155,6,GEK.EMG,wet,w,80-100,w-80-100,Viola.praemorsa,35,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,0-20,a-0-20,Viola.praemorsa,45,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,0-20,a-0-20,Taraxacum.officinale,3,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,0-20,a-0-20,Mertensia.fusiformis,1,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,20-40,a-20-40,Viola.praemorsa,4,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,40-60,a-40-60,Viola.praemorsa,41,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,40-60,a-40-60,Mertensia.fusiformis,1,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,60-80,a-60-80,Viola.praemorsa,8,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,60-80,a-60-80,Mertensia.fusiformis,5,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,60-80,a-60-80,Hydrophyllum.fendleri,1,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,aspen,a,80-100,a-80-100,Hydrophyllum.fendleri,34,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,0-20,d-0-20,Delphinium.nuttallianum,28,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,0-20,d-0-20,Taraxacum.officinale,14,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,0-20,d-0-20,Lathyrus.leucanthus,2,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,0-20,d-0-20,Mertensia.fusiformis,4,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,0-20,d-0-20,Viola.praemorsa,24,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,0-20,d-0-20,Fragaria.virginiana,22,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,0-20,d-0-20,Potentilla.pulcherrima,2,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,20-40,d-20-40,Viola.praemorsa,28,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,20-40,d-20-40,Taraxacum.officinale,19,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,20-40,d-20-40,Fragaria.virginiana,19,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,20-40,d-20-40,Potentilla.pulcherrima,1,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,20-40,d-20-40,Mertensia.fusiformis,4,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,20-40,d-20-40,Pseudocymopterus.montanus,4,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,20-40,d-20-40,Draba.aurea,1,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,40-60,d-40-60,Taraxacum.officinale,28,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,40-60,d-40-60,Fragaria.virginiana,86,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,40-60,d-40-60,Delphinium.nuttallianum,51,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,40-60,d-40-60,Potentilla.pulcherrima,1,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,60-80,d-60-80,Taraxacum.officinale,20,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,60-80,d-60-80,Delphinium.nuttallianum,176,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,60-80,d-60-80,Fragaria.virginiana,1,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,60-80,d-60-80,Pseudocymopterus.montanus,3,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,60-80,d-60-80,Lathyrus.leucanthus,5,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,60-80,d-60-80,Potentilla.pulcherrima,1,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,80-100,d-80-100,Delphinium.nuttallianum,22,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,80-100,d-80-100,Taraxacum.officinale,8,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,80-100,d-80-100,Viola.praemorsa,21,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,80-100,d-80-100,Lathyrus.leucanthus,2,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,80-100,d-80-100,Fragaria.virginiana,58,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,80-100,d-80-100,Potentilla.pulcherrima,4,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,80-100,d-80-100,Ranunculus.inamoenus,1,NA,0
Avery.Wash,AW,2021,10-Jun-21,161,7,GEK.PJC,dry,d,80-100,d-80-100,Mertensia.fusiformis,4,NA,0
