site,site.code,year,date,doy,week,observer,habitat,habitat.code,transect.section,habitat.tsection,plant.species,flower.count,notes
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,25to30,w-25to30,Potentilla.pulcherrima,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,25to30,w-25to30,Ranunculus.inamoenus,2,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,25to30,w-25to30,Senecio.integerrimus,6,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,25to30,w-25to30,Taraxacum.officinale,2,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,25to30,w-25to30,Valeriana.occidentalis,4,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,30to35,w-30to35,Dodecatheon.pulchellum,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,30to35,w-30to35,Geranium.richardsonii,2,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,30to35,w-30to35,Hydrophyllum.fendleri,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,30to35,w-30to35,Mertensia.ciliata,9,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,30to35,w-30to35,Potentilla.pulcherrima,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,30to35,w-30to35,Ranunculus.inamoenus,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,30to35,w-30to35,Senecio.integerrimus,34,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,30to35,w-30to35,Taraxacum.officinale,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,30to35,w-30to35,Valeriana.occidentalis,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,35to40,w-35to40,Dodecatheon.pulchellum,18,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,35to40,w-35to40,Geranium.richardsonii,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,35to40,w-35to40,Hydrophyllum.fendleri,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,35to40,w-35to40,Mertensia.ciliata,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,35to40,w-35to40,Potentilla.pulcherrima,8,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,35to40,w-35to40,Ranunculus.inamoenus,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,35to40,w-35to40,Senecio.integerrimus,15,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,35to40,w-35to40,Taraxacum.officinale,0,NA
Gothic.Spires,GS,2015,26-Jun-15,177,7,AJC+BMD,wet,w,35to40,w-35to40,Valeriana.occidentalis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Aconitum.columbianum,2,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Castilleja.sulphurea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Fragaria.virginiana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Geranium.richardsonii,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Lathyrus.leucanthus,75,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Ligusticum.porteri,6,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Potentilla.pulcherrima,4,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Pseudocymopterus.montanus,3,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Valeriana.occidentalis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Veratrum.tenuipetalum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,0to5,a-0to5,Vicia.americana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Aconitum.columbianum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Anticlea.elegans,30,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Castilleja.sulphurea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Fragaria.virginiana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Geranium.richardsonii,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Helianthella.quinquenervis,1,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Lathyrus.leucanthus,22,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Ligusticum.porteri,5,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Potentilla.pulcherrima,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Pseudocymopterus.montanus,2,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Valeriana.occidentalis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Veratrum.tenuipetalum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,5to10,a-5to10,Vicia.americana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Aconitum.columbianum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Anticlea.elegans,14,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Castilleja.sulphurea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Fragaria.virginiana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Geranium.richardsonii,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Lathyrus.leucanthus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Ligusticum.porteri,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Potentilla.pulcherrima,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Pseudocymopterus.montanus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Valeriana.occidentalis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Veratrum.tenuipetalum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,10to15,a-10to15,Vicia.americana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Aconitum.columbianum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Anticlea.elegans,76,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Castilleja.sulphurea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Fragaria.virginiana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Geranium.richardsonii,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Lathyrus.leucanthus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Ligusticum.porteri,10,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Potentilla.pulcherrima,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Pseudocymopterus.montanus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Valeriana.occidentalis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Veratrum.tenuipetalum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,15to20,a-15to20,Vicia.americana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Aconitum.columbianum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Castilleja.sulphurea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Fragaria.virginiana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Geranium.richardsonii,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Lathyrus.leucanthus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Ligusticum.porteri,26,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Potentilla.pulcherrima,3,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Pseudocymopterus.montanus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Valeriana.occidentalis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Veratrum.tenuipetalum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,20to25,a-20to25,Vicia.americana,18,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Aconitum.columbianum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Castilleja.sulphurea,4,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Fragaria.virginiana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Geranium.richardsonii,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Lathyrus.leucanthus,5,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Ligusticum.porteri,4,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Potentilla.pulcherrima,4,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Pseudocymopterus.montanus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Valeriana.occidentalis,1,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Veratrum.tenuipetalum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,25to30,a-25to30,Vicia.americana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Aconitum.columbianum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Castilleja.sulphurea,2,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Fragaria.virginiana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Geranium.richardsonii,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Lathyrus.leucanthus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Ligusticum.porteri,3,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Potentilla.pulcherrima,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Pseudocymopterus.montanus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Valeriana.occidentalis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Veratrum.tenuipetalum,1,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,30to35,a-30to35,Vicia.americana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Aconitum.columbianum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Anticlea.elegans,3,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Castilleja.sulphurea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Fragaria.virginiana,4,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Geranium.richardsonii,3,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Lathyrus.leucanthus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Ligusticum.porteri,3,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Potentilla.pulcherrima,7,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Pseudocymopterus.montanus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Valeriana.occidentalis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Veratrum.tenuipetalum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,aspen,a,35to40,a-35to40,Vicia.americana,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Achillea.millefolium,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Agoseris.glauca,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Antennaria.rosea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Erigeron.speciosus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Eriogonum.subalpinum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Helianthella.quinquenervis,1,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Ligusticum.porteri,13,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Potentilla.pulcherrima,4,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,0to5,d-0to5,Solidago.multiradiata,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Achillea.millefolium,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Agoseris.glauca,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Antennaria.rosea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Erigeron.speciosus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Eriogonum.subalpinum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Ligusticum.porteri,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Potentilla.pulcherrima,13,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,5to10,d-5to10,Solidago.multiradiata,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Achillea.millefolium,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Agoseris.glauca,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Antennaria.rosea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Erigeron.speciosus,2,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Eriogonum.subalpinum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Ligusticum.porteri,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Potentilla.pulcherrima,9,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,10to15,d-10to15,Solidago.multiradiata,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Achillea.millefolium,2,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Agoseris.glauca,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Antennaria.rosea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Erigeron.speciosus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Eriogonum.subalpinum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Ligusticum.porteri,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Potentilla.pulcherrima,8,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,15to20,d-15to20,Solidago.multiradiata,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Achillea.millefolium,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Agoseris.glauca,1,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Antennaria.rosea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Anticlea.elegans,4,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Erigeron.speciosus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Eriogonum.subalpinum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Ligusticum.porteri,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Potentilla.pulcherrima,19,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,20to25,d-20to25,Solidago.multiradiata,14,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Achillea.millefolium,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Agoseris.glauca,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Antennaria.rosea,11,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Erigeron.speciosus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Eriogonum.subalpinum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Ligusticum.porteri,1,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Potentilla.pulcherrima,30,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,25to30,d-25to30,Solidago.multiradiata,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Achillea.millefolium,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Agoseris.glauca,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Antennaria.rosea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Erigeron.speciosus,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Eriogonum.subalpinum,1,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Ligusticum.porteri,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Potentilla.pulcherrima,23,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,30to35,d-30to35,Solidago.multiradiata,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Achillea.millefolium,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Agoseris.glauca,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Antennaria.rosea,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Erigeron.speciosus,2,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Eriogonum.subalpinum,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Helianthella.quinquenervis,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Ligusticum.porteri,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Potentilla.pulcherrima,73,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,35to40,d-35to40,Solidago.multiradiata,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,dry,d,habitat,d-habitat,Polygonum.aviculare,NA,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Aconitum.columbianum,3,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Anticlea.elegans,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Descurainia.incana,4,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Epilobium.sp,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Erigeron.elatior,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Geranium.richardsonii,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Geum.aleppicum,3,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Heracleum.sphondylium,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Ligusticum.porteri,9,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Mertensia.ciliata,0,NA
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,wet,w,0to5,w-0to5,Potentilla.pulcherrima,0,NA
