habitat,site,site.code,year,week,doy,plant.species,transect.section,flw.count.mean,flw.count.sum,flw.count.mean.per.meter
wet,Copper.Creek,CC,2021,17,230,Erigeron.speciosus,80-100,3,3,0.3
wet,Copper.Creek,CC,2021,17,230,Heliomeris.multiflora,20-40,13,13,1.3
wet,Copper.Creek,CC,2021,17,230,Heliomeris.multiflora,40-60,235,235,23.5
wet,Copper.Creek,CC,2021,17,230,Heliomeris.multiflora,60-80,31,31,3.1
wet,Copper.Creek,CC,2021,17,230,Heliomeris.multiflora,80-100,139,139,13.9
wet,Copper.Creek,CC,2021,17,230,Vicia.americana,60-80,2,2,0.2
wet,Copper.Creek,CC,2021,18,237,Achillea.millefolium,20-40,2,2,0.2
wet,Copper.Creek,CC,2021,18,237,Cirsium.parryi,0-20,5,5,0.5
wet,Copper.Creek,CC,2021,18,237,Collomia.linearis,40-60,8,8,0.8
wet,Copper.Creek,CC,2021,18,237,Collomia.linearis,60-80,14,14,1.4
wet,Copper.Creek,CC,2021,18,237,Collomia.linearis,80-100,48,48,4.8
wet,Copper.Creek,CC,2021,18,237,Erigeron.speciosus,40-60,1,1,0.1
wet,Copper.Creek,CC,2021,18,237,Erigeron.speciosus,80-100,1,1,0.1
wet,Copper.Creek,CC,2021,18,237,Heliomeris.multiflora,20-40,13,13,1.3
wet,Copper.Creek,CC,2021,18,237,Heliomeris.multiflora,40-60,266,266,26.6
wet,Copper.Creek,CC,2021,18,237,Heliomeris.multiflora,60-80,8,8,0.8
wet,Copper.Creek,CC,2021,18,237,Heliomeris.multiflora,80-100,163,163,16.3
wet,Copper.Creek,CC,2021,18,237,Senecio.serra,40-60,5,5,0.5
wet,Copper.Creek,CC,2021,19,246,0,0-20,0,0,0
wet,Copper.Creek,CC,2021,19,246,Achillea.millefolium,20-40,2,2,0.2
wet,Copper.Creek,CC,2021,19,246,Aster.foliaceus,20-40,1,1,0.1
wet,Copper.Creek,CC,2021,19,246,Collomia.linearis,40-60,4,4,0.4
wet,Copper.Creek,CC,2021,19,246,Collomia.linearis,60-80,13,13,1.3
wet,Copper.Creek,CC,2021,19,246,Collomia.linearis,80-100,25,25,2.5
wet,Copper.Creek,CC,2021,19,246,Heliomeris.multiflora,40-60,55,55,5.5
wet,Copper.Creek,CC,2021,19,246,Heliomeris.multiflora,60-80,2,2,0.2
wet,Copper.Creek,CC,2021,19,246,Heliomeris.multiflora,80-100,37,37,3.7
wet,Copper.Creek,CC,2021,20,251,0,0-20,0,0,0
wet,Copper.Creek,CC,2021,20,251,0,60-80,0,0,0
wet,Copper.Creek,CC,2021,20,251,Collomia.linearis,20-40,1,1,0.1
wet,Copper.Creek,CC,2021,20,251,Collomia.linearis,40-60,2,2,0.2
wet,Copper.Creek,CC,2021,20,251,Collomia.linearis,80-100,7,7,0.7
wet,Copper.Creek,CC,2021,20,251,Heliomeris.multiflora,40-60,1,1,0.1
wet,Copper.Creek,CC,2021,20,251,Heliomeris.multiflora,80-100,1,1,0.1
wet,Copper.Creek,CC,2021,21,259,0,0-20,0,0,0
wet,Copper.Creek,CC,2021,21,259,0,20-40,0,0,0
wet,Copper.Creek,CC,2021,21,259,0,40-60,0,0,0
wet,Copper.Creek,CC,2021,21,259,0,60-80,0,0,0
wet,Copper.Creek,CC,2021,21,259,0,80-100,0,0,0
wet,Copper.Creek,CC,2021,22,267,0,0-20,0,0,0
wet,Copper.Creek,CC,2021,22,267,0,20-40,0,0,0
wet,Copper.Creek,CC,2021,22,267,0,40-60,0,0,0
wet,Copper.Creek,CC,2021,22,267,0,60-80,0,0,0
wet,Copper.Creek,CC,2021,22,267,0,80-100,0,0,0
wet,Copper.Creek,CC,2022,1,130,0,0-20,0,0,0
wet,Copper.Creek,CC,2022,1,130,0,20-40,0,0,0
wet,Copper.Creek,CC,2022,1,130,0,40-60,0,0,0
wet,Copper.Creek,CC,2022,1,130,0,60-80,0,0,0
wet,Copper.Creek,CC,2022,1,130,0,80-100,0,0,0
wet,Copper.Creek,CC,2022,2,138,0,20-40,0,0,0
wet,Copper.Creek,CC,2022,2,138,0,60-80,0,0,0
wet,Copper.Creek,CC,2022,2,138,0,80-100,0,0,0
wet,Copper.Creek,CC,2022,2,138,Claytonia.lanceolata,0-20,10,10,1
wet,Copper.Creek,CC,2022,2,138,Claytonia.lanceolata,40-60,53,53,5.3
wet,Copper.Creek,CC,2022,3,148,Claytonia.lanceolata,0-20,30,30,3
wet,Copper.Creek,CC,2022,3,148,Claytonia.lanceolata,40-60,38,38,3.8
wet,Copper.Creek,CC,2022,3,148,Erythronium.grandiflorum,0-20,15,15,1.5
wet,Copper.Creek,CC,2022,3,148,Erythronium.grandiflorum,80-100,34,34,3.4
wet,Copper.Creek,CC,2022,3,148,Mertensia.fusiformis,20-40,38,38,3.8
wet,Copper.Creek,CC,2022,3,148,Mertensia.fusiformis,40-60,57,57,5.7
wet,Copper.Creek,CC,2022,3,148,Mertensia.fusiformis,60-80,3,3,0.3
wet,Copper.Creek,CC,2022,4,154,Claytonia.lanceolata,0-20,5,5,0.5
wet,Copper.Creek,CC,2022,4,154,Claytonia.lanceolata,20-40,1,1,0.1
wet,Copper.Creek,CC,2022,4,154,Claytonia.lanceolata,40-60,1,1,0.1
wet,Copper.Creek,CC,2022,4,154,Erythronium.grandiflorum,0-20,4,4,0.4
wet,Copper.Creek,CC,2022,4,154,Erythronium.grandiflorum,80-100,4,4,0.4
wet,Copper.Creek,CC,2022,4,154,Mertensia.fusiformis,20-40,27,27,2.7
wet,Copper.Creek,CC,2022,4,154,Mertensia.fusiformis,40-60,41,41,4.1
wet,Copper.Creek,CC,2022,4,154,Mertensia.fusiformis,60-80,8,8,0.8
wet,Copper.Creek,CC,2022,4,154,Ranunculus.inamoenus,60-80,1,1,0.1
wet,Copper.Creek,CC,2022,4,154,Salix.wolfii,0-20,175,175,17.5
wet,Copper.Creek,CC,2022,4,154,Valeriana.occidentalis,0-20,3,3,0.3
wet,Copper.Creek,CC,2022,4,154,Valeriana.occidentalis,20-40,31,31,3.1
wet,Copper.Creek,CC,2022,4,154,Valeriana.occidentalis,60-80,71,71,7.1
wet,Copper.Creek,CC,2022,4,154,Valeriana.occidentalis,80-100,2,2,0.2
wet,Copper.Creek,CC,2022,5,161,Hydrophyllum.capitatum,80-100,103,103,10.3
wet,Copper.Creek,CC,2022,5,161,Hydrophyllum.fendleri,40-60,4,4,0.4
wet,Copper.Creek,CC,2022,5,161,Mertensia.fusiformis,20-40,13,13,1.3
wet,Copper.Creek,CC,2022,5,161,Mertensia.fusiformis,40-60,5,5,0.5
wet,Copper.Creek,CC,2022,5,161,Mertensia.fusiformis,60-80,7,7,0.7
wet,Copper.Creek,CC,2022,5,161,Ranunculus.inamoenus,0-20,1,1,0.1
wet,Copper.Creek,CC,2022,5,161,Salix.wolfii,0-20,25,25,2.5
wet,Copper.Creek,CC,2022,5,161,Valeriana.occidentalis,0-20,3,3,0.3
wet,Copper.Creek,CC,2022,5,161,Valeriana.occidentalis,20-40,81,81,8.1
wet,Copper.Creek,CC,2022,5,161,Valeriana.occidentalis,60-80,157,157,15.7
wet,Copper.Creek,CC,2022,5,161,Viola.praemorsa,0-20,11,11,1.1
wet,Copper.Creek,CC,2022,5,161,Viola.praemorsa,20-40,23,23,2.3
wet,Copper.Creek,CC,2022,5,161,Viola.praemorsa,40-60,6,6,0.6
wet,Copper.Creek,CC,2022,5,161,Viola.praemorsa,60-80,8,8,0.8
wet,Copper.Creek,CC,2022,5,161,Viola.praemorsa,80-100,22,22,2.2
wet,Copper.Creek,CC,2022,6,168,Hydrophyllum.fendleri,0-20,23,23,2.3
wet,Copper.Creek,CC,2022,6,168,Hydrophyllum.fendleri,40-60,95,95,9.5
wet,Copper.Creek,CC,2022,6,168,Lathyrus.leucanthus,40-60,3,3,0.3
wet,Copper.Creek,CC,2022,6,168,Lathyrus.leucanthus,80-100,5,5,0.5
wet,Copper.Creek,CC,2022,6,168,Lupinus.bakeri,20-40,17,17,1.7
wet,Copper.Creek,CC,2022,6,168,Lupinus.bakeri,40-60,25,25,2.5
wet,Copper.Creek,CC,2022,6,168,Lupinus.bakeri,60-80,7,7,0.7
wet,Copper.Creek,CC,2022,6,168,Lupinus.bakeri,80-100,2,2,0.2
wet,Copper.Creek,CC,2022,6,168,Potentilla.pulcherrima,20-40,1,1,0.1
wet,Copper.Creek,CC,2022,6,168,Valeriana.occidentalis,0-20,3,3,0.3
wet,Copper.Creek,CC,2022,6,168,Valeriana.occidentalis,20-40,60,60,6
wet,Copper.Creek,CC,2022,6,168,Valeriana.occidentalis,60-80,51,51,5.1
wet,Copper.Creek,CC,2022,7,174,Hydrophyllum.fendleri,0-20,12,12,1.2
wet,Copper.Creek,CC,2022,7,174,Lathyrus.leucanthus,40-60,3,3,0.3
wet,Copper.Creek,CC,2022,7,174,Lathyrus.leucanthus,80-100,15,15,1.5
wet,Copper.Creek,CC,2022,7,174,Lupinus.bakeri,20-40,20,20,2
wet,Copper.Creek,CC,2022,7,174,Lupinus.bakeri,40-60,76,76,7.6
wet,Copper.Creek,CC,2022,7,174,Lupinus.bakeri,60-80,50,50,5
wet,Copper.Creek,CC,2022,7,174,Lupinus.bakeri,80-100,11,11,1.1
wet,Copper.Creek,CC,2022,7,174,Maianthemum.stellatum,0-20,32,32,3.2
wet,Copper.Creek,CC,2022,7,174,Potentilla.pulcherrima,20-40,2,2,0.2
wet,Copper.Creek,CC,2022,7,174,Ranunculus.inamoenus,0-20,1,1,0.1
wet,Copper.Creek,CC,2022,7,174,Taraxacum.officinale,60-80,1,1,0.1
wet,Copper.Creek,CC,2022,7,174,Valeriana.occidentalis,0-20,6,6,0.6
wet,Copper.Creek,CC,2022,7,174,Valeriana.occidentalis,20-40,23,23,2.3
wet,Copper.Creek,CC,2022,7,174,Valeriana.occidentalis,60-80,55,55,5.5
wet,Copper.Creek,CC,2022,8,181,Adenolinum.lewisii,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,8,181,Hydrophyllum.fendleri,0-20,2,2,0.2
wet,Copper.Creek,CC,2022,8,181,Hydrophyllum.fendleri,40-60,3,3,0.3
wet,Copper.Creek,CC,2022,8,181,Lathyrus.leucanthus,20-40,3,3,0.3
wet,Copper.Creek,CC,2022,8,181,Lathyrus.leucanthus,40-60,20,20,2
wet,Copper.Creek,CC,2022,8,181,Lathyrus.leucanthus,80-100,35,35,3.5
wet,Copper.Creek,CC,2022,8,181,Ligusticum.porteri,20-40,1,1,0.1
wet,Copper.Creek,CC,2022,8,181,Ligusticum.porteri,40-60,18,18,1.8
wet,Copper.Creek,CC,2022,8,181,Ligusticum.porteri,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,8,181,Ligusticum.porteri,80-100,14,14,1.4
wet,Copper.Creek,CC,2022,8,181,Lupinus.bakeri,20-40,24,24,2.4
wet,Copper.Creek,CC,2022,8,181,Lupinus.bakeri,40-60,97,97,9.7
wet,Copper.Creek,CC,2022,8,181,Lupinus.bakeri,60-80,164,164,16.4
wet,Copper.Creek,CC,2022,8,181,Lupinus.bakeri,80-100,23,23,2.3
wet,Copper.Creek,CC,2022,8,181,Potentilla.pulcherrima,40-60,1,1,0.1
wet,Copper.Creek,CC,2022,8,181,Potentilla.pulcherrima,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,8,181,Valeriana.occidentalis,0-20,6,6,0.6
wet,Copper.Creek,CC,2022,8,181,Valeriana.occidentalis,20-40,12,12,1.2
wet,Copper.Creek,CC,2022,8,181,Valeriana.occidentalis,60-80,8,8,0.8
wet,Copper.Creek,CC,2022,8,181,Vicia.americana,40-60,1,1,0.1
wet,Copper.Creek,CC,2022,8,181,Wyethia.arizonica,60-80,3,3,0.3
wet,Copper.Creek,CC,2022,9,188,Aconitum.columbianum,20-40,2,2,0.2
wet,Copper.Creek,CC,2022,9,188,Adenolinum.lewisii,60-80,3,3,0.3
wet,Copper.Creek,CC,2022,9,188,Delphinium.barbeyi,0-20,17,17,1.7
wet,Copper.Creek,CC,2022,9,188,Delphinium.barbeyi,40-60,13,13,1.3
wet,Copper.Creek,CC,2022,9,188,Delphinium.barbeyi,80-100,20,20,2
wet,Copper.Creek,CC,2022,9,188,Dugaldia.hoopesii,20-40,3,3,0.3
wet,Copper.Creek,CC,2022,9,188,Dugaldia.hoopesii,60-80,15,15,1.5
wet,Copper.Creek,CC,2022,9,188,Helianthella.quinquenervis,40-60,5,5,0.5
wet,Copper.Creek,CC,2022,9,188,Lathyrus.leucanthus,40-60,14,14,1.4
wet,Copper.Creek,CC,2022,9,188,Lathyrus.leucanthus,80-100,15,15,1.5
wet,Copper.Creek,CC,2022,9,188,Ligusticum.porteri,0-20,1,1,0.1
wet,Copper.Creek,CC,2022,9,188,Ligusticum.porteri,20-40,25,25,2.5
wet,Copper.Creek,CC,2022,9,188,Ligusticum.porteri,40-60,69,69,6.9
wet,Copper.Creek,CC,2022,9,188,Ligusticum.porteri,60-80,4,4,0.4
wet,Copper.Creek,CC,2022,9,188,Ligusticum.porteri,80-100,28,28,2.8
wet,Copper.Creek,CC,2022,9,188,Lupinus.bakeri,40-60,73,73,7.3
wet,Copper.Creek,CC,2022,9,188,Lupinus.bakeri,60-80,221,221,22.1
wet,Copper.Creek,CC,2022,9,188,Lupinus.bakeri,80-100,39,39,3.9
wet,Copper.Creek,CC,2022,9,188,Mertensia.ciliata,60-80,3,3,0.3
wet,Copper.Creek,CC,2022,9,188,Potentilla.pulcherrima,20-40,7,7,0.7
wet,Copper.Creek,CC,2022,9,188,Potentilla.pulcherrima,40-60,8,8,0.8
wet,Copper.Creek,CC,2022,9,188,Potentilla.pulcherrima,60-80,9,9,0.9
wet,Copper.Creek,CC,2022,9,188,Potentilla.pulcherrima,80-100,1,1,0.1
wet,Copper.Creek,CC,2022,9,188,Valeriana.occidentalis,0-20,3,3,0.3
wet,Copper.Creek,CC,2022,9,188,Valeriana.occidentalis,20-40,3,3,0.3
wet,Copper.Creek,CC,2022,9,188,Valeriana.occidentalis,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,9,188,Vicia.americana,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,10,195,Aconitum.columbianum,0-20,155,155,15.5
wet,Copper.Creek,CC,2022,10,195,Adenolinum.lewisii,20-40,3,3,0.3
wet,Copper.Creek,CC,2022,10,195,Adenolinum.lewisii,60-80,3,3,0.3
wet,Copper.Creek,CC,2022,10,195,Collomia.linearis,20-40,2,2,0.2
wet,Copper.Creek,CC,2022,10,195,Collomia.linearis,40-60,41,41,4.1
wet,Copper.Creek,CC,2022,10,195,Collomia.linearis,80-100,89,89,8.9
wet,Copper.Creek,CC,2022,10,195,Delphinium.barbeyi,0-20,14,14,1.4
wet,Copper.Creek,CC,2022,10,195,Delphinium.barbeyi,20-40,18,18,1.8
wet,Copper.Creek,CC,2022,10,195,Delphinium.barbeyi,40-60,136,136,13.6
wet,Copper.Creek,CC,2022,10,195,Delphinium.barbeyi,60-80,47,47,4.7
wet,Copper.Creek,CC,2022,10,195,Delphinium.barbeyi,80-100,110,110,11
wet,Copper.Creek,CC,2022,10,195,Dugaldia.hoopesii,20-40,6,6,0.6
wet,Copper.Creek,CC,2022,10,195,Dugaldia.hoopesii,60-80,42,42,4.2
wet,Copper.Creek,CC,2022,10,195,Helianthella.quinquenervis,0-20,4,4,0.4
wet,Copper.Creek,CC,2022,10,195,Helianthella.quinquenervis,40-60,11,11,1.1
wet,Copper.Creek,CC,2022,10,195,Heracleum.sphondylium,60-80,4,4,0.4
wet,Copper.Creek,CC,2022,10,195,Lathyrus.leucanthus,80-100,2,2,0.2
wet,Copper.Creek,CC,2022,10,195,Ligusticum.porteri,20-40,28,28,2.8
wet,Copper.Creek,CC,2022,10,195,Ligusticum.porteri,40-60,99,99,9.9
wet,Copper.Creek,CC,2022,10,195,Ligusticum.porteri,60-80,3,3,0.3
wet,Copper.Creek,CC,2022,10,195,Ligusticum.porteri,80-100,70,70,7
wet,Copper.Creek,CC,2022,10,195,Lupinus.bakeri,40-60,46,46,4.6
wet,Copper.Creek,CC,2022,10,195,Lupinus.bakeri,60-80,78,78,7.8
wet,Copper.Creek,CC,2022,10,195,Lupinus.bakeri,80-100,25,25,2.5
wet,Copper.Creek,CC,2022,10,195,Potentilla.pulcherrima,20-40,27,27,2.7
wet,Copper.Creek,CC,2022,10,195,Potentilla.pulcherrima,40-60,32,32,3.2
wet,Copper.Creek,CC,2022,10,195,Potentilla.pulcherrima,60-80,10,10,1
wet,Copper.Creek,CC,2022,10,195,Potentilla.pulcherrima,80-100,14,14,1.4
wet,Copper.Creek,CC,2022,10,195,Vicia.americana,40-60,7,7,0.7
wet,Copper.Creek,CC,2022,10,195,Vicia.americana,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,11,202,Aconitum.columbianum,0-20,155,155,15.5
wet,Copper.Creek,CC,2022,11,202,Adenolinum.lewisii,60-80,3,3,0.3
wet,Copper.Creek,CC,2022,11,202,Collomia.linearis,20-40,44,44,4.4
wet,Copper.Creek,CC,2022,11,202,Collomia.linearis,40-60,164,164,16.4
wet,Copper.Creek,CC,2022,11,202,Collomia.linearis,80-100,207,207,20.7
wet,Copper.Creek,CC,2022,11,202,Delphinium.barbeyi,20-40,29,29,2.9
wet,Copper.Creek,CC,2022,11,202,Delphinium.barbeyi,40-60,18,18,1.8
wet,Copper.Creek,CC,2022,11,202,Delphinium.barbeyi,60-80,29,29,2.9
wet,Copper.Creek,CC,2022,11,202,Delphinium.barbeyi,80-100,33,33,3.3
wet,Copper.Creek,CC,2022,11,202,Dugaldia.hoopesii,0-20,8,8,0.8
wet,Copper.Creek,CC,2022,11,202,Dugaldia.hoopesii,60-80,66,66,6.6
wet,Copper.Creek,CC,2022,11,202,Dugaldia.hoopesii,80-100,4,4,0.4
wet,Copper.Creek,CC,2022,11,202,Helianthella.quinquenervis,20-40,1,1,0.1
wet,Copper.Creek,CC,2022,11,202,Helianthella.quinquenervis,40-60,12,12,1.2
wet,Copper.Creek,CC,2022,11,202,Helianthella.quinquenervis,80-100,1,1,0.1
wet,Copper.Creek,CC,2022,11,202,Heracleum.sphondylium,20-40,5,5,0.5
wet,Copper.Creek,CC,2022,11,202,Lathyrus.leucanthus,40-60,1,1,0.1
wet,Copper.Creek,CC,2022,11,202,Lupinus.bakeri,40-60,3,3,0.3
wet,Copper.Creek,CC,2022,11,202,Potentilla.pulcherrima,20-40,23,23,2.3
wet,Copper.Creek,CC,2022,11,202,Potentilla.pulcherrima,40-60,35,35,3.5
wet,Copper.Creek,CC,2022,11,202,Potentilla.pulcherrima,60-80,16,16,1.6
wet,Copper.Creek,CC,2022,11,202,Potentilla.pulcherrima,80-100,22,22,2.2
wet,Copper.Creek,CC,2022,11,202,Vicia.americana,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,12,208,Aconitum.columbianum,0-20,71,71,7.1
wet,Copper.Creek,CC,2022,12,208,Collomia.linearis,20-40,19,19,1.9
wet,Copper.Creek,CC,2022,12,208,Collomia.linearis,40-60,45,45,4.5
wet,Copper.Creek,CC,2022,12,208,Collomia.linearis,60-80,28,28,2.8
wet,Copper.Creek,CC,2022,12,208,Collomia.linearis,80-100,50,50,5
wet,Copper.Creek,CC,2022,12,208,Delphinium.barbeyi,60-80,12,12,1.2
wet,Copper.Creek,CC,2022,12,208,Delphinium.barbeyi,80-100,9,9,0.9
wet,Copper.Creek,CC,2022,12,208,Dugaldia.hoopesii,0-20,5,5,0.5
wet,Copper.Creek,CC,2022,12,208,Dugaldia.hoopesii,60-80,31,31,3.1
wet,Copper.Creek,CC,2022,12,208,Erigeron.elatior,0-20,1,1,0.1
wet,Copper.Creek,CC,2022,12,208,Erigeron.speciosus,20-40,5,5,0.5
wet,Copper.Creek,CC,2022,12,208,Erigeron.speciosus,40-60,1,1,0.1
wet,Copper.Creek,CC,2022,12,208,Erigeron.speciosus,80-100,8,8,0.8
wet,Copper.Creek,CC,2022,12,208,Helianthella.quinquenervis,80-100,21,21,2.1
wet,Copper.Creek,CC,2022,12,208,Heliomeris.multiflora,40-60,26,26,2.6
wet,Copper.Creek,CC,2022,12,208,Heracleum.sphondylium,60-80,4,4,0.4
wet,Copper.Creek,CC,2022,12,208,Ligularia.bigelovii,20-40,1,1,0.1
wet,Copper.Creek,CC,2022,12,208,Potentilla.pulcherrima,20-40,10,10,1
wet,Copper.Creek,CC,2022,12,208,Potentilla.pulcherrima,40-60,16,16,1.6
wet,Copper.Creek,CC,2022,12,208,Potentilla.pulcherrima,60-80,3,3,0.3
wet,Copper.Creek,CC,2022,12,208,Potentilla.pulcherrima,80-100,8,8,0.8
wet,Copper.Creek,CC,2022,13,217,Aconitum.columbianum,0-20,2,2,0.2
wet,Copper.Creek,CC,2022,13,217,Cirsium.parryi,0-20,18,18,1.8
wet,Copper.Creek,CC,2022,13,217,Collomia.linearis,40-60,22,22,2.2
wet,Copper.Creek,CC,2022,13,217,Dugaldia.hoopesii,0-20,3,3,0.3
wet,Copper.Creek,CC,2022,13,217,Dugaldia.hoopesii,60-80,11,11,1.1
wet,Copper.Creek,CC,2022,13,217,Erigeron.speciosus,20-40,11,11,1.1
wet,Copper.Creek,CC,2022,13,217,Erigeron.speciosus,40-60,1,1,0.1
wet,Copper.Creek,CC,2022,13,217,Erigeron.speciosus,60-80,3,3,0.3
wet,Copper.Creek,CC,2022,13,217,Erigeron.speciosus,80-100,18,18,1.8
wet,Copper.Creek,CC,2022,13,217,Helianthella.quinquenervis,80-100,1,1,0.1
wet,Copper.Creek,CC,2022,13,217,Heliomeris.multiflora,20-40,3,3,0.3
wet,Copper.Creek,CC,2022,13,217,Heliomeris.multiflora,40-60,90,90,9
wet,Copper.Creek,CC,2022,13,217,Heliomeris.multiflora,60-80,1,1,0.1
wet,Copper.Creek,CC,2022,13,217,Heliomeris.multiflora,80-100,143,143,14.3
wet,Copper.Creek,CC,2022,13,217,Ligularia.bigelovii,0-20,4,4,0.4
wet,Copper.Creek,CC,2022,13,217,Ligularia.bigelovii,20-40,5,5,0.5
wet,Copper.Creek,CC,2022,13,217,Ligularia.bigelovii,60-80,10,10,1
wet,Copper.Creek,CC,2022,13,217,Potentilla.pulcherrima,20-40,6,6,0.6
wet,Copper.Creek,CC,2022,13,217,Potentilla.pulcherrima,60-80,6,6,0.6
wet,Copper.Creek,CC,2022,13,217,Senecio.serra,40-60,8,8,0.8
wet,Copper.Creek,CC,2022,13,217,Vicia.americana,60-80,1,1,0.1
wet,Copper.Creek,CC,2022,14,224,Cirsium.parryi,0-20,3,3,0.3
wet,Copper.Creek,CC,2022,14,224,Dugaldia.hoopesii,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,14,224,Erigeron.speciosus,20-40,3,3,0.3
wet,Copper.Creek,CC,2022,14,224,Heliomeris.multiflora,20-40,12,12,1.2
wet,Copper.Creek,CC,2022,14,224,Heliomeris.multiflora,40-60,200,200,20
wet,Copper.Creek,CC,2022,14,224,Heliomeris.multiflora,60-80,16,16,1.6
wet,Copper.Creek,CC,2022,14,224,Heliomeris.multiflora,80-100,220,220,22
wet,Copper.Creek,CC,2022,14,224,Ligularia.bigelovii,0-20,1,1,0.1
wet,Copper.Creek,CC,2022,14,224,Ligularia.bigelovii,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,14,224,Senecio.serra,40-60,6,6,0.6
wet,Copper.Creek,CC,2022,15,230,Cirsium.parryi,0-20,6,6,0.6
wet,Copper.Creek,CC,2022,15,230,Collomia.linearis,60-80,1,1,0.1
wet,Copper.Creek,CC,2022,15,230,Collomia.linearis,80-100,10,10,1
wet,Copper.Creek,CC,2022,15,230,Erigeron.speciosus,20-40,1,1,0.1
wet,Copper.Creek,CC,2022,15,230,Heliomeris.multiflora,20-40,27,27,2.7
wet,Copper.Creek,CC,2022,15,230,Heliomeris.multiflora,40-60,408,408,40.8
wet,Copper.Creek,CC,2022,15,230,Heliomeris.multiflora,60-80,27,27,2.7
wet,Copper.Creek,CC,2022,15,230,Heliomeris.multiflora,80-100,433,433,43.3
wet,Copper.Creek,CC,2022,15,230,Senecio.serra,40-60,1,1,0.1
wet,Copper.Creek,CC,2022,16,240,0,0-20,0,0,0
wet,Copper.Creek,CC,2022,16,240,Heliomeris.multiflora,20-40,10,10,1
wet,Copper.Creek,CC,2022,16,240,Heliomeris.multiflora,40-60,90,90,9
wet,Copper.Creek,CC,2022,16,240,Heliomeris.multiflora,60-80,27,27,2.7
wet,Copper.Creek,CC,2022,16,240,Heliomeris.multiflora,80-100,180,180,18
wet,Copper.Creek,CC,2022,17,244,0,0-20,0,0,0
wet,Copper.Creek,CC,2022,17,244,Heliomeris.multiflora,20-40,10,10,1
wet,Copper.Creek,CC,2022,17,244,Heliomeris.multiflora,40-60,55,55,5.5
wet,Copper.Creek,CC,2022,17,244,Heliomeris.multiflora,60-80,6,6,0.6
wet,Copper.Creek,CC,2022,17,244,Heliomeris.multiflora,80-100,48,48,4.8
wet,Copper.Creek,CC,2022,18,251,0,0-20,0,0,0
wet,Copper.Creek,CC,2022,18,251,Collomia.linearis,80-100,1,1,0.1
wet,Copper.Creek,CC,2022,18,251,Heliomeris.multiflora,20-40,2,2,0.2
wet,Copper.Creek,CC,2022,18,251,Heliomeris.multiflora,40-60,16,16,1.6
wet,Copper.Creek,CC,2022,18,251,Heliomeris.multiflora,60-80,2,2,0.2
wet,Copper.Creek,CC,2022,18,251,Heliomeris.multiflora,80-100,69,69,6.9
wet,Copper.Creek,CC,2022,19,259,0,0-20,0,0,0
wet,Copper.Creek,CC,2022,19,259,0,20-40,0,0,0
wet,Copper.Creek,CC,2022,19,259,0,60-80,0,0,0
wet,Copper.Creek,CC,2022,19,259,Heliomeris.multiflora,40-60,1,1,0.1
wet,Copper.Creek,CC,2022,19,259,Heliomeris.multiflora,80-100,4,4,0.4
wet,Copper.Creek,CC,2023,1,144,0,0-20,0,0,0
wet,Copper.Creek,CC,2023,1,144,0,20-40,0,0,0
wet,Copper.Creek,CC,2023,1,144,0,40-60,0,0,0
wet,Copper.Creek,CC,2023,1,144,0,60-80,0,0,0
wet,Copper.Creek,CC,2023,1,144,0,80-100,0,0,0
wet,Copper.Creek,CC,2023,2,150,0,20-40,0,0,0
wet,Copper.Creek,CC,2023,2,150,0,80-100,0,0,0
wet,Copper.Creek,CC,2023,2,150,Claytonia.lanceolata,0-20,16,16,1.6
wet,Copper.Creek,CC,2023,2,150,Claytonia.lanceolata,40-60,30,30,3
wet,Copper.Creek,CC,2023,2,150,Claytonia.lanceolata,60-80,2,2,0.2
wet,Copper.Creek,CC,2023,3,158,Claytonia.lanceolata,0-20,186,186,18.6
wet,Copper.Creek,CC,2023,3,158,Claytonia.lanceolata,20-40,6,6,0.6
wet,Copper.Creek,CC,2023,3,158,Claytonia.lanceolata,40-60,43,43,4.3
wet,Copper.Creek,CC,2023,3,158,Erythronium.grandiflorum,0-20,25,25,2.5
wet,Copper.Creek,CC,2023,3,158,Erythronium.grandiflorum,80-100,22,22,2.2
wet,Copper.Creek,CC,2023,3,158,Mertensia.fusiformis,20-40,50,50,5
wet,Copper.Creek,CC,2023,3,158,Mertensia.fusiformis,40-60,51,51,5.1
wet,Copper.Creek,CC,2023,3,158,Mertensia.fusiformis,60-80,39,39,3.9
wet,Copper.Creek,CC,2023,4,165,Claytonia.lanceolata,0-20,30,30,3
wet,Copper.Creek,CC,2023,4,165,Claytonia.lanceolata,40-60,1,1,0.1
wet,Copper.Creek,CC,2023,4,165,Erythronium.grandiflorum,0-20,1,1,0.1
wet,Copper.Creek,CC,2023,4,165,Erythronium.grandiflorum,80-100,9,9,0.9
wet,Copper.Creek,CC,2023,4,165,Mertensia.fusiformis,20-40,45,45,4.5
