site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,no.bees,genus,species,caste,behaviour,plant.species,resource.coll,flw.per.meter.sum.week,flw.count.sum.week
Frogs.Pond,FP,2020,5-Jun-20,157,4,JEO,12:20:00,13:20:00,60,partlycloudy.warm.breezy,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,nectar,5.9,59
Frogs.Pond,FP,2020,5-Jun-20,157,4,JEO,12:20:00,13:20:00,60,partlycloudy.warm.breezy,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,5-Jun-20,157,4,JEO,12:20:00,13:20:00,60,partlycloudy.warm.breezy,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,5-Jun-20,157,4,JEO,12:20:00,13:20:00,60,partlycloudy.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,8.9,89
Frogs.Pond,FP,2020,5-Jun-20,157,4,JEO,12:20:00,13:20:00,60,partlycloudy.warm.breezy,aspen,a,1,Bombus,rufocinctus,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,californicus,q,ft,NA,NA,NA,NA
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,insularis,q,frg,Senecio.integerrimus,nectar,31.1,311
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,rufocinctus,q,frg,Taraxacum.officinale,nectar,1.6,16
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,insularis,q,frg,Taraxacum.officinale,nectar,1.6,16
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,nevadensis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Lupinus.bakeri,pollen,68,680
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Lupinus.bakeri,pollen,68,680
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Lupinus.bakeri,pollen,68,680
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Lupinus.bakeri,pollen,68,680
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Lupinus.bakeri,pollen,68,680
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Lupinus.bakeri,pollen,68,680
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,insularis,q,frg,Senecio.integerrimus,nectar,31.1,311
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,rufocinctus,q,frg,Lupinus.bakeri,pollen,68,680
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,rufocinctus,q,frg,Lupinus.bakeri,pollen,68,680
Frogs.Pond,FP,2020,12-Jun-20,164,5,JEO,09:35:00,10:35:00,60,clear.warm,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,appositus,q,ft,NA,NA,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,q,frg,Vicia.americana,nectar,2.5999999999999996,26
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,flavifrons,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,insularis,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,insularis,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,insularis,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,insularis,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,bifarius,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,rufocinctus,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,rufocinctus,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,wet,w,1,Bombus,insularis,q,frg,Senecio.integerrimus,nectar,16.4,164
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,dry,d,1,Bombus,rufocinctus,q,frg,Potentilla.pulcherrima,nectar,0.9,9
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,dry,d,1,Bombus,flavifrons,q,frg,Lupinus.bakeri,pollen,70.6,706
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,dry,d,1,Bombus,flavifrons,q,frg,Lupinus.bakeri,pollen,70.6,706
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,dry,d,1,Bombus,nevadensis,q,ft,NA,NA,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,dry,d,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar.and.pollen,1.7,17
Frogs.Pond,FP,2020,20-Jun-20,172,6,JEO,13:20:00,14:20:00,60,clear.warm.breezy,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,wet,w,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.barbeyi,nectar,0.6,6
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,wet,w,1,Bombus,insularis,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,dry,d,1,Bombus,rufocinctus,w,frg,Lupinus.bakeri,pollen,70.4,704
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,dry,d,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,dry,d,1,Bombus,rufocinctus,q,frg,Lupinus.bakeri,pollen,70.4,704
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,dry,d,1,Bombus,bifarius,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,26-Jun-20,178,7,JEO,16:50:00,17:50:00,60,mostlyclear.warm.breezy,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,nectar,2.2,22
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,nectar,2.1,21
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,nectar,2.1,21
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,nectar,2.1,21
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,occidentalis,w,frg,Pentaphylloides.floribunda,pollen,0.8999999999999999,9
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,insularis,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,insularis,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,insularis,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,rufocinctus,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,wet,w,1,Bombus,bifarius,q,frg,Pentaphylloides.floribunda,nectar,0.8999999999999999,9
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,dry,d,1,Bombus,appositus,q,ft,NA,NA,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,dry,d,1,Bombus,rufocinctus,q,frg,Lupinus.bakeri,pollen,43.6,436
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,dry,d,1,Bombus,bifarius,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,aspen,a,1,Bombus,bifarius,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,aspen,a,1,Bombus,appositus,q,ft,NA,NA,NA,NA
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,aspen,a,1,Bombus,bifarius,q,frg,Heracleum.sphondylium,nectar,1.1,11
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,aspen,a,1,Bombus,bifarius,q,frg,Heracleum.sphondylium,nectar,1.1,11
Frogs.Pond,FP,2020,2-Jul-20,184,8,JEO,13:10:00,14:10:00,60,mostlyclear.warm,aspen,a,1,Bombus,bifarius,q,frg,Heracleum.sphondylium,nectar,1.1,11
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.barbeyi,nectar,17.900000000000002,179
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,wet,w,1,Bombus,insularis,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Frasera.speciosa,nectar,NA,NA
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,wet,w,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,wet,w,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,wet,w,1,Bombus,nevadensis,w,frg,Delphinium.barbeyi,nectar.and.pollen,17.900000000000002,179
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Pentaphylloides.floribunda,nectar,2.4,24
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,dry,d,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,dry,d,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,aspen,a,1,Bombus,occidentalis,q,frg,Heracleum.sphondylium,nectar.and.pollen,2.4,24
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,10-Jul-20,192,9,JEO,09:20:00,10:20:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,17.900000000000002,179
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,wet,w,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,nectar.and.pollen,20,200
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,wet,w,1,Bombus,insularis,q,frg,Dugaldia.hoopesii,nectar,NA,NA
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,dry,d,1,Bombus,bifarius,w,frg,Erigeron.speciosus,nectar.and.pollen,140.2,1402
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,dry,d,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,dry,d,1,Bombus,bifarius,w,frg,Erigeron.speciosus,nectar,140.2,1402
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,dry,d,1,Bombus,bifarius,w,frg,Erigeron.speciosus,nectar,140.2,1402
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,dry,d,1,Bombus,bifarius,w,frg,Calochortus.gunnisonii,pollen,1.7000000000000002,17
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,aspen,a,1,Bombus,bifarius,w,frg,Erigeron.speciosus,nectar.and.pollen,140.2,1402
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,aspen,a,1,Bombus,occidentalis,m,frg,Erigeron.speciosus,nectar,140.2,1402
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,17-Jul-20,199,10,JEO,13:55:00,14:55:00,60,partlycloudy.warm,aspen,a,1,Bombus,occidentalis,q,frg,Heracleum.sphondylium,nectar,3.8,38
Frogs.Pond,FP,2020,23-Jul-20,205,11,JEO,11:45:00,12:45:00,60,partlycloudy.warm,wet,w,1,Bombus,occidentalis,w,frg,Angelica.grayi,nectar.and.pollen,NA,NA
Frogs.Pond,FP,2020,23-Jul-20,205,11,JEO,11:45:00,12:45:00,60,partlycloudy.warm,wet,w,1,Bombus,occidentalis,w,frg,Pentaphylloides.floribunda,nectar.and.pollen,2,20
Frogs.Pond,FP,2020,23-Jul-20,205,11,JEO,11:45:00,12:45:00,60,partlycloudy.warm,wet,w,1,Bombus,occidentalis,w,frg,Pentaphylloides.floribunda,nectar.and.pollen,2,20
Frogs.Pond,FP,2020,23-Jul-20,205,11,JEO,11:45:00,12:45:00,60,partlycloudy.warm,wet,w,1,Bombus,occidentalis,w,frg,Pentaphylloides.floribunda,nectar.and.pollen,2,20
Frogs.Pond,FP,2020,23-Jul-20,205,11,JEO,11:45:00,12:45:00,60,partlycloudy.warm,wet,w,1,Bombus,insularis,q,frg,Solidago.multiradiata,nectar,5.9,59
Frogs.Pond,FP,2020,23-Jul-20,205,11,JEO,11:45:00,12:45:00,60,partlycloudy.warm,dry,d,1,Bombus,appositus,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,23-Jul-20,205,11,JEO,11:45:00,12:45:00,60,partlycloudy.warm,aspen,a,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,23-Jul-20,205,11,JEO,11:45:00,12:45:00,60,partlycloudy.warm,aspen,a,1,Bombus,occidentalis,w,frg,Heracleum.sphondylium,nectar.and.pollen,0.7000000000000001,7
Frogs.Pond,FP,2020,23-Jul-20,205,11,JEO,11:45:00,12:45:00,60,partlycloudy.warm,aspen,a,1,Bombus,occidentalis,w,frg,Senecio.serra,nectar.and.pollen,3.8,38
Frogs.Pond,FP,2020,31-Jul-20,213,12,JEO,12:55:00,13:55:00,60,clear.warm,wet,w,1,Bombus,insularis,q,ns,NA,NA,NA,NA
Frogs.Pond,FP,2020,31-Jul-20,213,12,JEO,12:55:00,13:55:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Erigeron.speciosus,nectar,51.3,513
Frogs.Pond,FP,2020,31-Jul-20,213,12,JEO,12:55:00,13:55:00,60,clear.warm,wet,w,1,Bombus,insularis,m,frg,Solidago.multiradiata,nectar,NA,NA
Frogs.Pond,FP,2020,31-Jul-20,213,12,JEO,12:55:00,13:55:00,60,clear.warm,wet,w,1,Bombus,insularis,m,frg,Solidago.multiradiata,nectar,NA,NA
Frogs.Pond,FP,2020,31-Jul-20,213,12,JEO,12:55:00,13:55:00,60,clear.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,19,190
Frogs.Pond,FP,2020,31-Jul-20,213,12,JEO,12:55:00,13:55:00,60,clear.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,19,190
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,insularis,q,frg,Cirsium.parryi,nectar,NA,NA
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,wet,w,1,Bombus,insularis,m,frg,Erigeron.speciosus,nectar,13.299999999999999,133
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,dry,d,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,7-Aug-20,220,13,JEO,14:50:00,15:50:00,60,clear.warm,dry,d,1,Bombus,occidentalis,m,frg,Heliomeris.multiflora,nectar,39.6,396
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,67.3,673
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,67.3,673
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,67.3,673
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,67.3,673
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,67.3,673
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,67.3,673
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,67.3,673
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,67.3,673
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar.and.pollen,67.3,673
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,flavifrons,w,frg,Cirsium.parryi,nectar,NA,NA
Frogs.Pond,FP,2020,15-Aug-20,228,14,JEO,11:15:00,12:15:00,60,clear.warm,wet,w,1,Bombus,occidentalis,w,frg,Heliomeris.multiflora,nectar,67.3,673
